RT @ffact5588: A great relationship is about two things: First, appreciating the similarities, and second, respecting the differences.
I think this is great news https://t.co/gmxkxevWYP
White Paper: what next for the Teaching Excellence Framework? - https://t.co/dFkQ885Fwx Great overview from @UniversitiesUK on TEF2 #HE
Chase wants to wish you all a great Tuesday! https://t.co/ZvfPDEFJtc
